Time:512Hz,Epoch,Electrode,Event Id,Event Date,Event Duration
0.0000000000,0,54.0000000000,,,
0.0019531250,0,2.0000000000,,,
0.0039062500,0,54.0000000000,,,
0.0058593750,0,73.0000000000,,,
0.0078125000,0,-24.0000000000,,,
0.0097656250,0,-89.0000000000,,,
0.0117187500,0,-28.0000000000,,,
0.0136718750,0,49.0000000000,,,
0.0156250000,0,40.0000000000,,,
0.0175781250,0,-36.0000000000,,,
0.0195312500,0,-53.0000000000,,,
0.0214843750,0,-24.0000000000,,,
0.0234375000,0,-46.0000000000,,,
0.0253906250,0,-59.0000000000,,,
0.0273437500,0,9.0000000000,,,
0.0292968750,0,86.0000000000,,,
0.0312500000,0,82.0000000000,,,
0.0332031250,0,-2.0000000000,,,
0.0351562500,0,-57.0000000000,,,
0.0371093750,0,-17.0000000000,,,
0.0390625000,0,3.0000000000,,,
0.0410156250,0,-39.0000000000,,,
0.0429687500,0,-33.0000000000,,,
0.0449218750,0,45.0000000000,,,
0.0468750000,0,85.0000000000,,,
0.0488281250,0,48.0000000000,,,
0.0507812500,0,-33.0000000000,,,
0.0527343750,0,-34.0000000000,,,
0.0546875000,0,32.0000000000,,,
0.0566406250,0,16.0000000000,,,
0.0585937500,0,-34.0000000000,,,
0.0605468750,0,0.0000000000,,,
0.0625000000,1,74.0000000000,,,
0.0644531250,1,80.0000000000,,,
0.0664062500,1,-2.0000000000,,,
0.0683593750,1,-60.0000000000,,,
0.0703125000,1,-26.0000000000,,,
0.0722656250,1,6.0000000000,,,
0.0742187500,1,3.0000000000,,,
0.0761718750,1,51.0000000000,,,
0.0781250000,1,153.0000000000,,,
0.0800781250,1,215.0000000000,,,
0.0820312500,1,165.0000000000,,,
0.0839843750,1,37.0000000000,,,
0.0859375000,1,-8.0000000000,,,
0.0878906250,1,65.0000000000,,,
0.0898437500,1,77.0000000000,,,
0.0917968750,1,23.0000000000,,,
0.0937500000,1,7.0000000000,,,
0.0957031250,1,35.0000000000,,,
0.0976562500,1,42.0000000000,,,
0.0996093750,1,9.0000000000,,,
0.1015625000,1,-23.0000000000,,,
0.1035156250,1,1.0000000000,,,
0.1054687500,1,22.0000000000,,,
0.1074218750,1,-21.0000000000,,,
0.1093750000,1,-36.0000000000,,,
0.1113281250,1,35.0000000000,,,
0.1132812500,1,114.0000000000,,,
0.1152343750,1,108.0000000000,,,
0.1171875000,1,22.0000000000,,,
0.1191406250,1,-27.0000000000,,,
0.1210937500,1,-5.0000000000,,,
0.1230468750,1,-36.0000000000,,,
0.1250000000,2,-109.0000000000,,,
0.1269531250,2,-71.0000000000,,,
0.1289062500,2,71.0000000000,,,
0.1308593750,2,153.0000000000,,,
0.1328125000,2,84.0000000000,,,
0.1347656250,2,-52.0000000000,,,
0.1367187500,2,-82.0000000000,,,
0.1386718750,2,-17.0000000000,,,
0.1406250000,2,-10.0000000000,,,
0.1425781250,2,-24.0000000000,,,
0.1445312500,2,36.0000000000,,,
0.1464843750,2,104.0000000000,,,
0.1484375000,2,88.0000000000,,,
0.1503906250,2,16.0000000000,,,
0.1523437500,2,-26.0000000000,,,
0.1542968750,2,21.0000000000,,,
0.1562500000,2,27.0000000000,,,
0.1582031250,2,-38.0000000000,,,
0.1601562500,2,-20.0000000000,,,
0.1621093750,2,118.0000000000,,,
0.1640625000,2,215.0000000000,,,
0.1660156250,2,163.0000000000,,,
0.1679687500,2,49.0000000000,,,
0.1699218750,2,23.0000000000,,,
0.1718750000,2,96.0000000000,,,
0.1738281250,2,98.0000000000,,,
0.1757812500,2,19.0000000000,,,
0.1777343750,2,13.0000000000,,,
0.1796875000,2,105.0000000000,,,
0.1816406250,2,170.0000000000,,,
0.1835937500,2,138.0000000000,,,
0.1855468750,2,76.0000000000,,,
0.1875000000,3,84.0000000000,,,
0.1894531250,3,91.0000000000,,,
0.1914062500,3,44.0000000000,,,
0.1933593750,3,59.0000000000,,,
0.1953125000,3,176.0000000000,,,
0.1972656250,3,246.0000000000,,,
0.1992187500,3,186.0000000000,,,
0.2011718750,3,58.0000000000,,,
0.2031250000,3,11.0000000000,,,
0.2050781250,3,84.0000000000,,,
0.2070312500,3,124.0000000000,,,
0.2089843750,3,104.0000000000,,,
0.2109375000,3,122.0000000000,,,
0.2128906250,3,202.0000000000,,,
0.2148437500,3,244.0000000000,,,
0.2167968750,3,172.0000000000,,,
0.2187500000,3,70.0000000000,,,
0.2207031250,3,68.0000000000,,,
0.2226562500,3,100.0000000000,,,
0.2246093750,3,75.0000000000,,,
0.2265625000,3,81.0000000000,,,
0.2285156250,3,148.0000000000,,,
0.2304687500,3,194.0000000000,,,
0.2324218750,3,152.0000000000,,,
0.2343750000,3,52.0000000000,,,
0.2363281250,3,-10.0000000000,,,
0.2382812500,3,22.0000000000,,,
0.2402343750,3,55.0000000000,,,
0.2421875000,3,26.0000000000,,,
0.2441406250,3,32.0000000000,,,
0.2460937500,3,121.0000000000,,,
0.2480468750,3,196.0000000000,,,
0.2500000000,4,152.0000000000,,,
0.2519531250,4,52.0000000000,,,
0.2539062500,4,49.0000000000,,,
0.2558593750,4,72.0000000000,,,
0.2578125000,4,3.0000000000,,,
0.2597656250,4,-49.0000000000,,,
0.2617187500,4,24.0000000000,,,
0.2636718750,4,150.0000000000,,,
0.2656250000,4,178.0000000000,,,
0.2675781250,4,89.0000000000,,,
0.2695312500,4,16.0000000000,,,
0.2714843750,4,55.0000000000,,,
0.2734375000,4,70.0000000000,,,
0.2753906250,4,-7.0000000000,,,
0.2773437500,4,-24.0000000000,,,
0.2792968750,4,67.0000000000,,,
0.2812500000,4,135.0000000000,,,
0.2832031250,4,112.0000000000,,,
0.2851562500,4,35.0000000000,,,
0.2871093750,4,35.0000000000,,,
0.2890625000,4,118.0000000000,,,
0.2910156250,4,93.0000000000,,,
0.2929687500,4,24.0000000000,,,
0.2949218750,4,59.0000000000,,,
0.2968750000,4,152.0000000000,,,
0.2988281250,4,162.0000000000,,,
0.3007812500,4,74.0000000000,,,
0.3027343750,4,12.0000000000,,,
0.3046875000,4,52.0000000000,,,
0.3066406250,4,74.0000000000,,,
0.3085937500,4,35.0000000000,,,
0.3105468750,4,33.0000000000,,,
0.3125000000,5,122.0000000000,,,
0.3144531250,5,192.0000000000,,,
0.3164062500,5,156.0000000000,,,
0.3183593750,5,55.0000000000,,,
0.3203125000,5,21.0000000000,,,
0.3222656250,5,64.0000000000,,,
0.3242187500,5,12.0000000000,,,
0.3261718750,5,-53.0000000000,,,
0.3281250000,5,-6.0000000000,,,
0.3300781250,5,90.0000000000,,,
0.3320312500,5,116.0000000000,,,
0.3339843750,5,56.0000000000,,,
0.3359375000,5,-8.0000000000,,,
0.3378906250,5,17.0000000000,,,
0.3398437500,5,65.0000000000,,,
0.3417968750,5,33.0000000000,,,
0.3437500000,5,28.0000000000,,,
0.3457031250,5,107.0000000000,,,
0.3476562500,5,156.0000000000,,,
0.3496093750,5,67.0000000000,,,
0.3515625000,5,-69.0000000000,,,
0.3535156250,5,-84.0000000000,,,
0.3554687500,5,22.0000000000,,,
0.3574218750,5,58.0000000000,,,
0.3593750000,5,2.0000000000,,,
0.3613281250,5,7.0000000000,,,
0.3632812500,5,113.0000000000,,,
0.3652343750,5,165.0000000000,,,
0.3671875000,5,90.0000000000,,,
0.3691406250,5,-17.0000000000,,,
0.3710937500,5,-14.0000000000,,,
0.3730468750,5,41.0000000000,,,
0.3750000000,6,21.0000000000,,,
0.3769531250,6,2.0000000000,,,
0.3789062500,6,85.0000000000,,,
0.3808593750,6,186.0000000000,,,
0.3828125000,6,185.0000000000,,,
0.3847656250,6,98.0000000000,,,
0.3867187500,6,26.0000000000,,,
0.3886718750,6,41.0000000000,,,
0.3906250000,6,25.0000000000,,,
0.3925781250,6,-53.0000000000,,,
0.3945312500,6,-61.0000000000,,,
0.3964843750,6,27.0000000000,,,
0.3984375000,6,87.0000000000,,,
0.4003906250,6,32.0000000000,,,
0.4023437500,6,-52.0000000000,,,
0.4042968750,6,-6.0000000000,,,
0.4062500000,6,100.0000000000,,,
0.4082031250,6,80.0000000000,,,
0.4101562500,6,12.0000000000,,,
0.4121093750,6,75.0000000000,,,
0.4140625000,6,224.0000000000,,,
0.4160156250,6,278.0000000000,,,
0.4179687500,6,163.0000000000,,,
0.4199218750,6,21.0000000000,,,
0.4218750000,6,18.0000000000,,,
0.4238281250,6,37.0000000000,,,
0.4257812500,6,-23.0000000000,,,
0.4277343750,6,-43.0000000000,,,
0.4296875000,6,27.0000000000,,,
0.4316406250,6,89.0000000000,,,
0.4335937500,6,64.0000000000,,,
0.4355468750,6,-11.0000000000,,,
0.4375000000,7,-56.0000000000,,,
0.4394531250,7,-35.0000000000,,,
0.4414062500,7,-45.0000000000,,,
0.4433593750,7,-73.0000000000,,,
0.4453125000,7,-28.0000000000,,,
0.4472656250,7,42.0000000000,,,
0.4492187500,7,50.0000000000,,,
0.4511718750,7,-21.0000000000,,,
0.4531250000,7,-88.0000000000,,,
0.4550781250,7,-60.0000000000,,,
0.4570312500,7,-12.0000000000,,,
0.4589843750,7,-26.0000000000,,,
0.4609375000,7,-34.0000000000,,,
0.4628906250,7,36.0000000000,,,
0.4648437500,7,128.0000000000,,,
0.4667968750,7,134.0000000000,,,
0.4687500000,7,49.0000000000,,,
0.4707031250,7,-11.0000000000,,,
0.4726562500,7,25.0000000000,,,
0.4746093750,7,27.0000000000,,,
0.4765625000,7,-30.0000000000,,,
0.4785156250,7,-26.0000000000,,,
0.4804687500,7,75.0000000000,,,
0.4824218750,7,155.0000000000,,,
0.4843750000,7,104.0000000000,,,
0.4863281250,7,-22.0000000000,,,
0.4882812500,7,-61.0000000000,,,
0.4902343750,7,0.0000000000,,,
0.4921875000,7,26.0000000000,,,
0.4941406250,7,53.0000000000,,,
0.4960937500,7,134.0000000000,,,
0.4980468750,7,208.0000000000,,,
0.5000000000,8,193.0000000000,,,
0.5019531250,8,108.0000000000,,,
0.5039062500,8,59.0000000000,,,
0.5058593750,8,93.0000000000,,,
0.5078125000,8,103.0000000000,,,
0.5097656250,8,57.0000000000,,,
0.5117187500,8,64.0000000000,,,
0.5136718750,8,112.0000000000,,,
0.5156250000,8,106.0000000000,,,
0.5175781250,8,26.0000000000,,,
0.5195312500,8,-58.0000000000,,,
0.5214843750,8,-44.0000000000,,,
0.5234375000,8,41.0000000000,,,
0.5253906250,8,70.0000000000,,,
0.5273437500,8,77.0000000000,,,
0.5292968750,8,152.0000000000,,,
0.5312500000,8,232.0000000000,,,
0.5332031250,8,218.0000000000,,,
0.5351562500,8,118.0000000000,,,
0.5371093750,8,34.0000000000,,,
0.5390625000,8,51.0000000000,,,
0.5410156250,8,65.0000000000,,,
0.5429687500,8,1.0000000000,,,
0.5449218750,8,-38.0000000000,,,
0.5468750000,8,21.0000000000,,,
0.5488281250,8,71.0000000000,,,
0.5507812500,8,21.0000000000,,,
0.5527343750,8,-68.0000000000,,,
0.5546875000,8,-67.0000000000,,,
0.5566406250,8,10.0000000000,,,
0.5585937500,8,1.0000000000,,,
0.5605468750,8,-65.0000000000,,,
0.5625000000,9,-23.0000000000,,,
0.5644531250,9,85.0000000000,,,
0.5664062500,9,116.0000000000,,,
0.5683593750,9,34.0000000000,,,
0.5703125000,9,-65.0000000000,,,
0.5722656250,9,-86.0000000000,,,
0.5742187500,9,-91.0000000000,,,
0.5761718750,9,-148.0000000000,,,
0.5781250000,9,-164.0000000000,,,
0.5800781250,9,-72.0000000000,,,
0.5820312500,9,34.0000000000,,,
0.5839843750,9,20.0000000000,,,
0.5859375000,9,-73.0000000000,,,
0.5878906250,9,-104.0000000000,,,
0.5898437500,9,-44.0000000000,,,
0.5917968750,9,-35.0000000000,,,
0.5937500000,9,-73.0000000000,,,
0.5957031250,9,-23.0000000000,,,
0.5976562500,9,85.0000000000,,,
0.5996093750,9,121.0000000000,,,
0.6015625000,9,54.0000000000,,,
0.6035156250,9,-6.0000000000,,,
0.6054687500,9,45.0000000000,,,
0.6074218750,9,112.0000000000,,,
0.6093750000,9,74.0000000000,,,
0.6113281250,9,18.0000000000,,,
0.6132812500,9,35.0000000000,,,
0.6152343750,9,99.0000000000,,,
0.6171875000,9,118.0000000000,,,
0.6191406250,9,58.0000000000,,,
0.6210937500,9,-33.0000000000,,,
0.6230468750,9,-54.0000000000,,,
0.6250000000,10,-28.0000000000,,,
0.6269531250,10,-13.0000000000,,,
0.6289062500,10,34.0000000000,,,
0.6308593750,10,130.0000000000,,,
0.6328125000,10,177.0000000000,,,
0.6347656250,10,115.0000000000,,,
0.6367187500,10,18.0000000000,,,
0.6386718750,10,18.0000000000,,,
0.6406250000,10,60.0000000000,,,
0.6425781250,10,-18.0000000000,,,
0.6445312500,10,-133.0000000000,,,
0.6464843750,10,-99.0000000000,,,
0.6484375000,10,22.0000000000,,,
0.6503906250,10,76.0000000000,,,
0.6523437500,10,43.0000000000,,,
0.6542968750,10,0.0000000000,,,
0.6562500000,10,10.0000000000,,,
0.6582031250,10,11.0000000000,,,
0.6601562500,10,-37.0000000000,,,
0.6621093750,10,-25.0000000000,,,
0.6640625000,10,66.0000000000,,,
0.6660156250,10,121.0000000000,,,
0.6679687500,10,85.0000000000,,,
0.6699218750,10,2.0000000000,,,
0.6718750000,10,-2.0000000000,,,
0.6738281250,10,53.0000000000,,,
0.6757812500,10,26.0000000000,,,
0.6777343750,10,-23.0000000000,,,
0.6796875000,10,9.0000000000,,,
0.6816406250,10,99.0000000000,,,
0.6835937500,10,119.0000000000,,,
0.6855468750,10,35.0000000000,,,
0.6875000000,11,-62.0000000000,,,
0.6894531250,11,-51.0000000000,,,
0.6914062500,11,-27.0000000000,,,
0.6933593750,11,-69.0000000000,,,
0.6953125000,11,-52.0000000000,,,
0.6972656250,11,48.0000000000,,,
0.6992187500,11,113.0000000000,,,
0.7011718750,11,75.0000000000,,,
0.7031250000,11,-56.0000000000,,,
0.7050781250,11,-147.0000000000,,,
0.7070312500,11,-126.0000000000,,,
0.7089843750,11,-118.0000000000,,,
0.7109375000,11,-148.0000000000,,,
0.7128906250,11,-105.0000000000,,,
0.7148437500,11,6.0000000000,,,
0.7167968750,11,52.0000000000,,,
0.7187500000,11,-6.0000000000,,,
0.7207031250,11,-71.0000000000,,,
0.7226562500,11,-21.0000000000,,,
0.7246093750,11,28.0000000000,,,
0.7265625000,11,-38.0000000000,,,
0.7285156250,11,-101.0000000000,,,
0.7304687500,11,-33.0000000000,,,
0.7324218750,11,65.0000000000,,,
0.7343750000,11,39.0000000000,,,
0.7363281250,11,-76.0000000000,,,
0.7382812500,11,-137.0000000000,,,
0.7402343750,11,-94.0000000000,,,
0.7421875000,11,-89.0000000000,,,
0.7441406250,11,-148.0000000000,,,
0.7460937500,11,-139.0000000000,,,
0.7480468750,11,-38.0000000000,,,
0.7500000000,12,8.0000000000,,,
0.7519531250,12,-44.0000000000,,,
0.7539062500,12,-113.0000000000,,,
0.7558593750,12,-85.0000000000,,,
0.7578125000,12,-29.0000000000,,,
0.7597656250,12,-90.0000000000,,,
0.7617187500,12,-153.0000000000,,,
0.7636718750,12,-115.0000000000,,,
0.7656250000,12,-26.0000000000,,,
0.7675781250,12,-8.0000000000,,,
0.7695312500,12,-88.0000000000,,,
0.7714843750,12,-157.0000000000,,,
0.7734375000,12,-123.0000000000,,,
0.7753906250,12,-92.0000000000,,,
0.7773437500,12,-157.0000000000,,,
0.7792968750,12,-177.0000000000,,,
0.7812500000,12,-54.0000000000,,,
0.7832031250,12,75.0000000000,,,
0.7851562500,12,93.0000000000,,,
0.7871093750,12,5.0000000000,,,
0.7890625000,12,-33.0000000000,,,
0.7910156250,12,12.0000000000,,,
0.7929687500,12,6.0000000000,,,
0.7949218750,12,-52.0000000000,,,
0.7968750000,12,-36.0000000000,,,
0.7988281250,12,55.0000000000,,,
0.8007812500,12,69.0000000000,,,
0.8027343750,12,-62.0000000000,,,
0.8046875000,12,-178.0000000000,,,
0.8066406250,12,-140.0000000000,,,
0.8085937500,12,-34.0000000000,,,
0.8105468750,12,1.0000000000,,,
0.8125000000,13,12.0000000000,,,
0.8144531250,13,82.0000000000,,,
0.8164062500,13,134.0000000000,,,
0.8183593750,13,90.0000000000,,,
0.8203125000,13,-4.0000000000,,,
0.8222656250,13,-40.0000000000,,,
0.8242187500,13,12.0000000000,,,
0.8261718750,13,-3.0000000000,,,
0.8281250000,13,-82.0000000000,,,
0.8300781250,13,-56.0000000000,,,
0.8320312500,13,44.0000000000,,,
0.8339843750,13,85.0000000000,,,
0.8359375000,13,-2.0000000000,,,
0.8378906250,13,-109.0000000000,,,
0.8398437500,13,-92.0000000000,,,
0.8417968750,13,-23.0000000000,,,
0.8437500000,13,-41.0000000000,,,
0.8457031250,13,-59.0000000000,,,
0.8476562500,13,4.0000000000,,,
0.8496093750,13,72.0000000000,,,
0.8515625000,13,43.0000000000,,,
0.8535156250,13,-73.0000000000,,,
0.8554687500,13,-122.0000000000,,,
0.8574218750,13,-50.0000000000,,,
0.8593750000,13,-38.0000000000,,,
0.8613281250,13,-104.0000000000,,,
0.8632812500,13,-82.0000000000,,,
0.8652343750,13,37.0000000000,,,
0.8671875000,13,124.0000000000,,,
0.8691406250,13,92.0000000000,,,
0.8710937500,13,-6.0000000000,,,
0.8730468750,13,-25.0000000000,,,
0.8750000000,14,3.0000000000,,,
0.8769531250,14,-40.0000000000,,,
0.8789062500,14,-86.0000000000,,,
0.8808593750,14,-29.0000000000,,,
0.8828125000,14,84.0000000000,,,
0.8847656250,14,135.0000000000,,,
0.8867187500,14,82.0000000000,,,
0.8886718750,14,23.0000000000,,,
0.8906250000,14,59.0000000000,,,
0.8925781250,14,75.0000000000,,,
0.8945312500,14,21.0000000000,,,
0.8964843750,14,25.0000000000,,,
0.8984375000,14,138.0000000000,,,
0.9003906250,14,208.0000000000,,,
0.9023437500,14,161.0000000000,,,
0.9042968750,14,54.0000000000,,,
0.9062500000,14,10.0000000000,,,
0.9082031250,14,43.0000000000,,,
0.9101562500,14,10.0000000000,,,
0.9121093750,14,-49.0000000000,,,
0.9140625000,14,-19.0000000000,,,
0.9160156250,14,71.0000000000,,,
0.9179687500,14,97.0000000000,,,
0.9199218750,14,25.0000000000,,,
0.9218750000,14,-30.0000000000,,,
0.9238281250,14,5.0000000000,,,
0.9257812500,14,40.0000000000,,,
0.9277343750,14,20.0000000000,,,
0.9296875000,14,43.0000000000,,,
0.9316406250,14,148.0000000000,,,
0.9335937500,14,210.0000000000,,,
0.9355468750,14,151.0000000000,,,
0.9375000000,15,24.0000000000,,,
0.9394531250,15,-5.0000000000,,,
0.9414062500,15,68.0000000000,,,
0.9433593750,15,71.0000000000,,,
0.9453125000,15,-6.0000000000,,,
0.9472656250,15,-22.0000000000,,,
0.9492187500,15,40.0000000000,,,
0.9511718750,15,92.0000000000,,,
0.9531250000,15,59.0000000000,,,
0.9550781250,15,-12.0000000000,,,
0.9570312500,15,-2.0000000000,,,
0.9589843750,15,39.0000000000,,,
0.9609375000,15,34.0000000000,,,
0.9628906250,15,39.0000000000,,,
0.9648437500,15,123.0000000000,,,
0.9667968750,15,201.0000000000,,,
0.9687500000,15,155.0000000000,,,
0.9707031250,15,10.0000000000,,,
0.9726562500,15,-57.0000000000,,,
0.9746093750,15,-7.0000000000,,,
0.9765625000,15,-1.0000000000,,,
0.9785156250,15,-42.0000000000,,,
0.9804687500,15,-23.0000000000,,,
0.9824218750,15,38.0000000000,,,
0.9843750000,15,57.0000000000,,,
0.9863281250,15,12.0000000000,,,
0.9882812500,15,-55.0000000000,,,
0.9902343750,15,-37.0000000000,,,
0.9921875000,15,50.0000000000,,,
0.9941406250,15,44.0000000000,,,
0.9960937500,15,-4.0000000000,,,
0.9980468750,15,48.0000000000,,,
1.0000000000,16,161.0000000000,,,
1.0019531250,16,192.0000000000,,,
1.0039062500,16,96.0000000000,,,
1.0058593750,16,-14.0000000000,,,
1.0078125000,16,-22.0000000000,,,
1.0097656250,16,-17.0000000000,,,
1.0117187500,16,-60.0000000000,,,
1.0136718750,16,-52.0000000000,,,
1.0156250000,16,33.0000000000,,,
1.0175781250,16,82.0000000000,,,
1.0195312500,16,42.0000000000,,,
1.0214843750,16,-26.0000000000,,,
1.0234375000,16,-43.0000000000,,,
1.0253906250,16,6.0000000000,,,
1.0273437500,16,17.0000000000,,,
1.0292968750,16,-4.0000000000,,,
1.0312500000,16,36.0000000000,,,
1.0332031250,16,115.0000000000,,,
1.0351562500,16,130.0000000000,,,
1.0371093750,16,53.0000000000,,,
1.0390625000,16,-27.0000000000,,,
1.0410156250,16,-17.0000000000,,,
1.0429687500,16,-2.0000000000,,,
1.0449218750,16,-54.0000000000,,,
1.0468750000,16,-37.0000000000,,,
1.0488281250,16,71.0000000000,,,
1.0507812500,16,153.0000000000,,,
1.0527343750,16,122.0000000000,,,
1.0546875000,16,21.0000000000,,,
1.0566406250,16,-6.0000000000,,,
1.0585937500,16,29.0000000000,,,
1.0605468750,16,-18.0000000000,,,
1.0625000000,17,-74.0000000000,,,
1.0644531250,17,-21.0000000000,,,
1.0664062500,17,101.0000000000,,,
1.0683593750,17,148.0000000000,,,
1.0703125000,17,65.0000000000,,,
1.0722656250,17,-13.0000000000,,,
1.0742187500,17,20.0000000000,,,
1.0761718750,17,88.0000000000,,,
1.0781250000,17,41.0000000000,,,
1.0800781250,17,0.0000000000,,,
1.0820312500,17,71.0000000000,,,
1.0839843750,17,137.0000000000,,,
1.0859375000,17,69.0000000000,,,
1.0878906250,17,-78.0000000000,,,
1.0898437500,17,-117.0000000000,,,
1.0917968750,17,-21.0000000000,,,
1.0937500000,17,11.0000000000,,,
1.0957031250,17,-22.0000000000,,,
1.0976562500,17,4.0000000000,,,
1.0996093750,17,116.0000000000,,,
1.1015625000,17,169.0000000000,,,
1.1035156250,17,104.0000000000,,,
1.1054687500,17,20.0000000000,,,
1.1074218750,17,36.0000000000,,,
1.1093750000,17,91.0000000000,,,
1.1113281250,17,67.0000000000,,,
1.1132812500,17,27.0000000000,,,
1.1152343750,17,73.0000000000,,,
1.1171875000,17,137.0000000000,,,
1.1191406250,17,122.0000000000,,,
1.1210937500,17,41.0000000000,,,
1.1230468750,17,-6.0000000000,,,
1.1250000000,18,36.0000000000,,,
1.1269531250,18,58.0000000000,,,
1.1289062500,18,11.0000000000,,,
1.1308593750,18,17.0000000000,,,
1.1328125000,18,102.0000000000,,,
1.1347656250,18,148.0000000000,,,
1.1367187500,18,101.0000000000,,,
1.1386718750,18,18.0000000000,,,
1.1406250000,18,11.0000000000,,,
1.1425781250,18,86.0000000000,,,
1.1445312500,18,74.0000000000,,,
1.1464843750,18,22.0000000000,,,
1.1484375000,18,64.0000000000,,,
1.1503906250,18,151.0000000000,,,
1.1523437500,18,169.0000000000,,,
1.1542968750,18,83.0000000000,,,
1.1562500000,18,-5.0000000000,,,
1.1582031250,18,-1.0000000000,,,
1.1601562500,18,26.0000000000,,,
1.1621093750,18,9.0000000000,,,
1.1640625000,18,28.0000000000,,,
1.1660156250,18,135.0000000000,,,
1.1679687500,18,230.0000000000,,,
1.1699218750,18,214.0000000000,,,
1.1718750000,18,114.0000000000,,,
1.1738281250,18,66.0000000000,,,
1.1757812500,18,113.0000000000,,,
1.1777343750,18,116.0000000000,,,
1.1796875000,18,60.0000000000,,,
1.1816406250,18,75.0000000000,,,
1.1835937500,18,153.0000000000,,,
1.1855468750,18,168.0000000000,,,
1.1875000000,19,60.0000000000,,,
1.1894531250,19,-51.0000000000,,,
1.1914062500,19,-25.0000000000,,,
1.1933593750,19,27.0000000000,,,
1.1953125000,19,-24.0000000000,,,
1.1972656250,19,-75.0000000000,,,
1.1992187500,19,10.0000000000,,,
1.2011718750,19,139.0000000000,,,
1.2031250000,19,160.0000000000,,,
1.2050781250,19,89.0000000000,,,
1.2070312500,19,60.0000000000,,,
1.2089843750,19,98.0000000000,,,
1.2109375000,19,89.0000000000,,,
1.2128906250,19,42.0000000000,,,
1.2148437500,19,69.0000000000,,,
1.2167968750,19,154.0000000000,,,
1.2187500000,19,166.0000000000,,,
1.2207031250,19,49.0000000000,,,
1.2226562500,19,-76.0000000000,,,
1.2246093750,19,-81.0000000000,,,
1.2265625000,19,-39.0000000000,,,
1.2285156250,19,-75.0000000000,,,
1.2304687500,19,-91.0000000000,,,
1.2324218750,19,0.0000000000,,,
1.2343750000,19,96.0000000000,,,
1.2363281250,19,82.0000000000,,,
1.2382812500,19,-22.0000000000,,,
1.2402343750,19,-85.0000000000,,,
1.2421875000,19,-41.0000000000,,,
1.2441406250,19,-26.0000000000,,,
1.2460937500,19,-67.0000000000,,,
1.2480468750,19,-43.0000000000,,,
1.2500000000,20,35.0000000000,,,
1.2519531250,20,92.0000000000,,,
1.2539062500,20,73.0000000000,,,
1.2558593750,20,23.0000000000,,,
1.2578125000,20,16.0000000000,,,
1.2597656250,20,23.0000000000,,,
1.2617187500,20,-34.0000000000,,,
1.2636718750,20,-62.0000000000,,,
1.2656250000,20,10.0000000000,,,
1.2675781250,20,119.0000000000,,,
1.2695312500,20,128.0000000000,,,
1.2714843750,20,28.0000000000,,,
1.2734375000,20,-25.0000000000,,,
1.2753906250,20,50.0000000000,,,
1.2773437500,20,116.0000000000,,,
1.2792968750,20,64.0000000000,,,
1.2812500000,20,40.0000000000,,,
1.2832031250,20,125.0000000000,,,
1.2851562500,20,192.0000000000,,,
1.2871093750,20,155.0000000000,,,
1.2890625000,20,55.0000000000,,,
1.2910156250,20,13.0000000000,,,
1.2929687500,20,53.0000000000,,,
1.2949218750,20,24.0000000000,,,
1.2968750000,20,-22.0000000000,,,
1.2988281250,20,17.0000000000,,,
1.3007812500,20,105.0000000000,,,
1.3027343750,20,131.0000000000,,,
1.3046875000,20,55.0000000000,,,
1.3066406250,20,-30.0000000000,,,
