Time:128Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,,,
0.0078125000,0,0.0000000000,0.0000000000,0.0000000000,,,
0.0156250000,0,0.0000000023,0.0000000000,0.0000000000,,,
0.0234375000,0,0.0000001243,0.0000000000,0.0000000000,,,
0.0312500000,0,0.0000039081,0.0000000000,0.0000000000,,,
0.0390625000,0,0.0000611586,0.0000000000,0.0000000000,,,
0.0468750000,0,0.0005034128,0.0000000000,0.0000000000,,,
0.0546875000,0,0.0024206239,0.0000000000,0.0000000000,,,
0.0625000000,0,0.0073611632,0.0000000000,0.0000000000,,,
0.0703125000,0,0.0145568195,0.0000000000,0.0000000000,,,
0.0781250000,0,0.0178217838,0.0000000000,0.0000000000,,,
0.0859375000,0,0.0106332349,0.0000000000,0.0000000000,,,
0.0937500000,0,0.0003983053,0.0000000000,0.0000000000,,,
0.1015625000,0,0.0109618996,0.0000000000,0.0000000000,,,
0.1093750000,0,0.0575478672,0.0000000000,0.0000000000,,,
0.1171875000,0,0.1206459346,0.0000000000,0.0000000000,,,
0.1250000000,0,0.1591448840,0.0000000000,0.0000000000,,,
0.1328125000,0,0.1503115328,0.0000000000,0.0000000000,,,
0.1406250000,0,0.1042968319,0.0000000000,0.0000000000,,,
0.1484375000,0,0.0444280913,0.0000000000,0.0000000000,,,
0.1562500000,0,0.0014495542,0.0000000000,0.0000000000,,,
0.1640625000,0,0.0475502126,0.0000000000,0.0000000000,,,
0.1718750000,0,0.3112672692,0.0000000000,0.0000000000,,,
0.1796875000,0,0.8643797536,0.0000000000,0.0000000000,,,
0.1875000000,0,1.4972149979,0.0000000000,0.0000000000,,,
0.1953125000,0,1.6823952351,0.0000000000,0.0000000000,,,
0.2031250000,0,1.0659964096,0.0000000000,0.0000000000,,,
0.2109375000,0,0.1663500251,0.0000000000,0.0000000000,,,
0.2187500000,0,0.2123881176,0.0000000000,0.0000000000,,,
0.2265625000,0,1.8105878694,0.0000000000,0.0000000000,,,
0.2343750000,0,3.9837920984,0.0000000000,0.0000000000,,,
0.2421875000,0,5.0149594704,0.0000000000,0.0000000000,,,
0.2500000000,0,4.1447478446,0.0000000000,0.0000000000,,,
0.2578125000,0,2.1754797098,0.0000000000,0.0000000000,,,
0.2656250000,0,0.5384217548,0.0000000000,0.0000000000,,,
0.2734375000,0,0.0000632276,0.0000000000,0.0000000000,,,
0.2812500000,0,0.3287879559,0.0000000000,0.0000000000,,,
0.2890625000,0,1.0260030797,0.0000000000,0.0000000000,,,
0.2968750000,0,2.0597127751,0.0000000000,0.0000000000,,,
0.3046875000,0,3.9302910897,0.0000000000,0.0000000000,,,
0.3125000000,0,7.1412079509,0.0000000000,0.0000000000,,,
0.3203125000,0,11.0116859127,0.0000000000,0.0000000000,,,
0.3281250000,0,12.8533866419,0.0000000000,0.0000000000,,,
0.3359375000,0,9.8682261959,0.0000000000,0.0000000000,,,
0.3437500000,0,3.2648288644,0.0000000000,0.0000000000,,,
0.3515625000,0,0.1359722567,0.0000000000,0.0000000000,,,
0.3593750000,0,9.4361409433,0.0000000000,0.0000000000,,,
0.3671875000,0,32.8375001167,0.0000000000,0.0000000000,,,
0.3750000000,0,58.1197973351,0.0000000000,0.0000000000,,,
0.3828125000,0,65.6673688580,0.0000000000,0.0000000000,,,
0.3906250000,0,46.5279781600,0.0000000000,0.0000000000,,,
0.3984375000,0,14.8291593297,0.0000000000,0.0000000000,,,
0.4062500000,0,0.0959441954,0.0000000000,0.0000000000,,,
0.4140625000,0,23.4940051176,0.0000000000,0.0000000000,,,
0.4218750000,0,77.5637894114,0.0000000000,0.0000000000,,,
0.4296875000,0,127.2051636383,0.0000000000,0.0000000000,,,
0.4375000000,0,133.6517840177,0.0000000000,0.0000000000,,,
0.4453125000,0,87.2824242969,0.0000000000,0.0000000000,,,
0.4531250000,0,23.6948963507,0.0000000000,0.0000000000,,,
0.4609375000,0,1.0367460622,0.0000000000,0.0000000000,,,
0.4687500000,0,49.2775793829,0.0000000000,0.0000000000,,,
0.4765625000,0,137.0639321579,0.0000000000,0.0000000000,,,
0.4843750000,0,192.8548607130,0.0000000000,0.0000000000,,,
0.4921875000,0,166.8130924776,0.0000000000,0.0000000000,,,
0.5000000000,0,79.3848556813,0.0000000000,0.0000000000,,,
0.5078125000,0,7.9325727708,0.0000000000,0.0000000000,,,
0.5156250000,0,14.1151475206,0.0000000000,0.0000000000,,,
0.5234375000,0,81.1832447851,0.0000000000,0.0000000000,,,
0.5312500000,0,134.0366327064,0.0000000000,0.0000000000,,,
0.5390625000,0,121.3156621379,0.0000000000,0.0000000000,,,
0.5468750000,0,62.4489607344,0.0000000000,0.0000000000,,,
0.5546875000,0,12.5994779568,0.0000000000,0.0000000000,,,
0.5625000000,0,0.2994929368,0.0000000000,0.0000000000,,,
0.5703125000,0,10.4836646633,0.0000000000,0.0000000000,,,
0.5781250000,0,16.5400374655,0.0000000000,0.0000000000,,,
0.5859375000,0,11.2320744691,0.0000000000,0.0000000000,,,
0.5937500000,0,3.9198017598,0.0000000000,0.0000000000,,,
0.6015625000,0,0.9926699504,0.0000000000,0.0000000000,,,
0.6093750000,0,1.2734041560,0.0000000000,0.0000000000,,,
0.6171875000,0,6.0552620558,0.0000000000,0.0000000000,,,
0.6250000000,0,19.2333391874,0.0000000000,0.0000000000,,,
0.6328125000,0,34.2077770767,0.0000000000,0.0000000000,,,
0.6406250000,0,33.6529539039,0.0000000000,0.0000000000,,,
0.6484375000,0,13.5299232906,0.0000000000,0.0000000000,,,
0.6562500000,0,0.0893516814,0.0000000000,0.0000000000,,,
0.6640625000,0,26.3528188963,0.0000000000,0.0000000000,,,
0.6718750000,0,87.6283614770,0.0000000000,0.0000000000,,,
0.6796875000,0,133.1207739570,0.0000000000,0.0000000000,,,
0.6875000000,0,115.5488148016,0.0000000000,0.0000000000,,,
0.6953125000,0,48.6620889489,0.0000000000,0.0000000000,,,
0.7031250000,0,1.3733658739,0.0000000000,0.0000000000,,,
0.7109375000,0,24.9199365103,0.0000000000,0.0000000000,,,
0.7187500000,0,93.2260650120,0.0000000000,0.0000000000,,,
0.7265625000,0,129.8969503505,0.0000000000,0.0000000000,,,
0.7343750000,0,95.1264389213,0.0000000000,0.0000000000,,,
0.7421875000,0,29.2478415260,0.0000000000,0.0000000000,,,
0.7500000000,0,0.0013267082,0.0000000000,0.0000000000,,,
0.7578125000,0,21.5308512827,0.0000000000,0.0000000000,,,
0.7656250000,0,46.7489482661,0.0000000000,0.0000000000,,,
0.7734375000,0,36.2678235561,0.0000000000,0.0000000000,,,
0.7812500000,0,7.7448106887,0.0000000000,0.0000000000,,,
0.7890625000,0,1.7520309261,0.0000000000,0.0000000000,,,
0.7968750000,0,19.2697809828,0.0000000000,0.0000000000,,,
0.8046875000,0,24.3483744746,0.0000000000,0.0000000000,,,
0.8125000000,0,6.3452969682,0.0000000000,0.0000000000,,,
0.8203125000,0,4.2146969780,0.0000000000,0.0000000000,,,
0.8281250000,0,49.1848568166,0.0000000000,0.0000000000,,,
0.8359375000,0,105.2935165624,0.0000000000,0.0000000000,,,
0.8437500000,0,102.6038036035,0.0000000000,0.0000000000,,,
0.8515625000,0,36.3039173841,0.0000000000,0.0000000000,,,
0.8593750000,0,1.5955491524,0.0000000000,0.0000000000,,,
0.8671875000,0,94.3372762997,0.0000000000,0.0000000000,,,
0.8750000000,0,276.6070263720,0.0000000000,0.0000000000,,,
0.8828125000,0,379.8839545072,0.0000000000,0.0000000000,,,
0.8906250000,0,281.2739252703,0.0000000000,0.0000000000,,,
0.8984375000,0,73.1783258956,0.0000000000,0.0000000000,,,
0.9062500000,0,11.2062646616,0.0000000000,0.0000000000,,,
0.9140625000,0,249.2435699265,0.0000000000,0.0000000000,,,
0.9218750000,0,631.3191336219,0.0000000000,0.0000000000,,,
0.9296875000,0,801.1777286804,0.0000000000,0.0000000000,,,
0.9375000000,0,567.7809090609,0.0000000000,0.0000000000,,,
0.9453125000,0,151.9718600418,0.0000000000,0.0000000000,,,
0.9531250000,0,12.1222685331,0.0000000000,0.0000000000,,,
0.9609375000,0,379.1067829255,0.0000000000,0.0000000000,,,
0.9687500000,0,974.1956814245,0.0000000000,0.0000000000,,,
0.9765625000,0,1242.2019321450,0.0000000000,0.0000000000,,,
0.9843750000,0,907.0553043983,0.0000000000,0.0000000000,,,
0.9921875000,0,285.0258192999,0.0000000000,0.0000000000,,,
